turnstilelink_link_1,turnstilelink_link_1/_text,turnstilelink_link_1/_title,company_content,company_link,company_link/_text,company_link/_title,label,turnstilelink_link_2,turnstilelink_link_2/_text,turnstilelink_link_2/_title,turnstilelink_link_2_numbers,value,location_value_1,location_value_2,snip_value,snip_value_prices,moreloc_link,moreloc_link/_text,moreloc_link/_title,moreloc_link_numbers,summary_description,ialabel_value,resultlink_content,resultlink_content_numbers,resultlink_links,resultlink_links/_text,resultlink_links/_title,viewall_label,viewall_link,viewall_link/_text,viewall_link/_title,matitem_link,matitem_link/_text,matitem_link/_title,salarysearch_label,salarysearch_link,salarysearch_link/_text,salarysearch_link/_title,mat_value,mattext_link,mattext_link/_text,mattext_link/_title,moreactions_content,moreactions_link,moreactions_link/_text,moreactions_link/_title,"_PAGE_NUMBER"
"http://www.indeed.com/rc/clk?jk=38194616e9189aa7&fccid=028ef7f5b4e7c045","Senior DevOps Engineer","Senior DevOps Engineer","Strategic IT Staffing","http://www.indeed.com/cmp/Strategic-IT-Staffing?from=SERP&campaignid=serp-linkcompanyname&fromjk=38194616e9189aa7&jcid=028ef7f5b4e7c045","Strategic IT Staffing","","-","http://www.indeed.com/cmp/Strategic-IT-Staffing/reviews?jcid=028ef7f5b4e7c045","4 reviews","Strategic IT Staffing reviews","4","-","Austin, TX","","","","","","","","Doing all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Strategic-IT-Staffing-l-Austin,-TX-jobs.html","Strategic IT Staffing jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Devop+Engineer&l1=Austin%2C+TX","Senior Devop Engineer salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Strategic-IT-Staffing?fromjk=38194616e9189aa7&from=serp-more&campaignid=serp-more&jcid=028ef7f5b4e7c045","Strategic IT Staffing","","Related forums: Strategic IT Staffing","http://www.indeed.com/forum/cmp/Strategic-IT-Staffing.html","Strategic IT Staffing","","2"
"http://www.indeed.com/rc/clk?jk=0d1bbd3d04563cac&fccid=be240c643a8631c5","Storage Software SQA Architect Job","Storage Software SQA Architect Job","Micron","http://www.indeed.com/cmp/Micron-Technology,-Inc.?from=SERP&campaignid=serp-linkcompanyname&fromjk=0d1bbd3d04563cac&jcid=05c60de7f27dbf6c","Micron","","-","http://www.indeed.com/cmp/Micron-Technology,-Inc./reviews?jcid=05c60de7f27dbf6c","216 reviews","Micron reviews","216","-","Austin, TX","","","","","","","","Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Micron-l-Austin,-TX-jobs.html","Micron jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Storage+Software+Sqa+Architect&l1=Austin%2C+TX","Storage Software Sqa Architect salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Micron-Technology,-Inc.?fromjk=0d1bbd3d04563cac&from=serp-more&campaignid=serp-more&jcid=05c60de7f27dbf6c","Micron","","","","","","2"
"http://www.indeed.com/rc/clk?jk=702beca9e33affbf&fccid=647b422151bf8a0d","Staff Scientist","Staff Scientist","Bioo Scientific Corp.","","","","-","","","","","","Austin, TX 78744","","","","","","","","Data organization and presentation are important components of this position. The candidate should have strong interpersonal skills, the ability to problem...","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Bioo+Scientific+Corp&l=Austin,+TX&nc=jasx","Bioo Scientific Corp. jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Staff+Scientist&l1=Austin%2C+TX","Staff Scientist salaries in Austin, TX","","","","","","","","","","2"
"http://www.indeed.com/rc/clk?jk=9085c73570a4abfd&fccid=76d4cf3f28c81122","Research Associate II","Research Associate II","Natera","http://www.indeed.com/cmp/Natera?from=SERP&campaignid=serp-linkcompanyname&fromjk=9085c73570a4abfd&jcid=76d4cf3f28c81122","Natera","","-","http://www.indeed.com/cmp/Natera/reviews?jcid=76d4cf3f28c81122","17 reviews","Natera reviews","17","-","Austin, TX 78731","","","","","","","","Write SOP’s, summarize data in spreadsheets, graphs and presentations. Interact with Scientists, RA’s and Automation Engineers and work as a team....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Natera-l-Austin,-TX-jobs.html","Natera jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Research+Associate&l1=Austin%2C+TX","Research Associate salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Natera?fromjk=9085c73570a4abfd&from=serp-more&campaignid=serp-more&jcid=76d4cf3f28c81122","Natera","","Related forums: Natera","http://www.indeed.com/forum/cmp/Natera.html","Natera","","2"
"http://www.indeed.com/rc/clk?jk=9789b578f31a025d&fccid=7c6461ac99f34cb8","Product Marketing Manager","Product Marketing Manager","Civitas Learning","http://www.indeed.com/cmp/Civitas-Learning?from=SERP&campaignid=serp-linkcompanyname&fromjk=9789b578f31a025d&jcid=7c6461ac99f34cb8","Civitas Learning","","-","http://www.indeed.com/cmp/Civitas-Learning/reviews?jcid=7c6461ac99f34cb8","3 reviews","Civitas Learning reviews","3","-","Austin, TX 78703","","","","","","","","Collaborate with product marketers, designers, data scientists and industry experts to produce relevant content (examples include webinars, videos, ebooks,...","","29 days ago - save job - email - more...","29","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Civitas-Learning-l-Austin,-TX-jobs.html","Civitas Learning jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Product+Marketing+Manager&l1=Austin%2C+TX","Product Marketing Manager salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Civitas-Learning?fromjk=9789b578f31a025d&from=serp-more&campaignid=serp-more&jcid=7c6461ac99f34cb8","Civitas Learning","","Related forums: Civitas Learning","http://www.indeed.com/forum/cmp/Civitas-Learning.html","Civitas Learning","","2"
"http://www.indeed.com/rc/clk?jk=b1bc256ec684f4b5&fccid=fe2d21eef233e94a","Software Development Manager - Promise Team","Software Development Manager - Promise Team","Amazon Corporate LLC","http://www.indeed.com/cmp/Amazon.com?from=SERP&campaignid=serp-linkcompanyname&fromjk=b1bc256ec684f4b5&jcid=db9f9b9d28743c59","Amazon Corporate LLC","","-","http://www.indeed.com/cmp/Amazon.com/reviews?jcid=db9f9b9d28743c59","8,561 reviews","Amazon Corporate reviews","8561","-","Austin, TX 78728","","","","","","","","Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....","","Amazon.com - 30+ days ago - save job - email - more...","-30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Amazon+Corporate+LLC&l=Austin,+TX&nc=jasx","Amazon Corporate LLC jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Software+Development+Manager&l1=Austin%2C+TX","Software Development Manager salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Amazon.com?fromjk=b1bc256ec684f4b5&from=serp-more&campaignid=serp-more&jcid=db9f9b9d28743c59","Amazon Corporate LLC","","","","","","2"
"http://www.indeed.com/rc/clk?jk=602c5cebc7a75ab5&fccid=76d4cf3f28c81122","Medical Technologist & Medical Results Coordinator","Medical Technologist & Medical Results Coordinator","Natera","http://www.indeed.com/cmp/Natera?from=SERP&campaignid=serp-linkcompanyname&fromjk=602c5cebc7a75ab5&jcid=76d4cf3f28c81122","Natera","","-","http://www.indeed.com/cmp/Natera/reviews?jcid=76d4cf3f28c81122","17 reviews","Natera reviews","17","-","Austin, TX 78731","","","","","","","","Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Natera-l-Austin,-TX-jobs.html","Natera jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Medical+Technologist+Medical+Result+Coordinator&l1=Austin%2C+TX","Medical Technologist Medical Result Coordinator salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Natera?fromjk=602c5cebc7a75ab5&from=serp-more&campaignid=serp-more&jcid=76d4cf3f28c81122","Natera","","Related forums: Natera","http://www.indeed.com/forum/cmp/Natera.html","Natera","","2"
"http://www.indeed.com/rc/clk?jk=842c876e261204a4&fccid=a94ebbda0b8c73e7","Laboratory Manager, Genetics","Laboratory Manager, Genetics","Lighthouse Recruiting","http://www.indeed.com/cmp/Lighthouse-Recruiting?from=SERP&campaignid=serp-linkcompanyname-content&fromjk=842c876e261204a4&jcid=a94ebbda0b8c73e7","Lighthouse Recruiting","","-","","","","","","Pflugerville, TX","","","","","","","","Join our Medical Laboratory Scientists Groups:. QC all testing results to ensure data accuracy. We are currently looking for a lab manager to serve as the...","","22 days ago - save job - email - more...","22","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Lighthouse-Recruiting-l-Pflugerville,-TX-jobs.html","Lighthouse Recruiting jobs in Pflugerville, TX","","http://www.indeed.com/l-Pflugerville,-TX-jobs.html","Pflugerville jobs","","Salary Search:","http://www.indeed.com/salary?q1=Laboratory+Manager&l1=Pflugerville%2C+TX","Laboratory Manager salaries in Pflugerville, TX","","Learn more about working at","http://www.indeed.com/cmp/Lighthouse-Recruiting?fromjk=842c876e261204a4&from=serp-more&campaignid=serp-more&jcid=a94ebbda0b8c73e7","Lighthouse Recruiting","","Related forums: Lighthouse Recruiting","http://www.indeed.com/forum/cmp/Lighthouse-Recruiting.html","Lighthouse Recruiting","","2"
"http://www.indeed.com/rc/clk?jk=895b96af12670466&fccid=d6ef41e202aa2c0b","Product Marketing Manager","Product Marketing Manager","Indeed","http://www.indeed.com/cmp/Indeed?from=SERP&campaignid=serp-linkcompanyname&fromjk=895b96af12670466&jcid=d6ef41e202aa2c0b","Indeed","","-","http://www.indeed.com/cmp/Indeed/reviews?jcid=d6ef41e202aa2c0b","135 reviews","Indeed reviews","135","-","Austin, TX 78731","","","","","","","","Collaborate with product marketers, designers, data scientists and industry experts to produce relevant content that meets the needs of our employer audience....","Easily apply","6 days ago - save job - email - more...","6","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Indeed-l-Austin,-TX-jobs.html","Indeed jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Product+Marketing+Manager&l1=Austin%2C+TX","Product Marketing Manager salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Indeed?fromjk=895b96af12670466&from=serp-more&campaignid=serp-more&jcid=d6ef41e202aa2c0b","Indeed","","Related forums: Indeed","http://www.indeed.com/forum/cmp/Indeed.html","Indeed","","2"
"http://www.indeed.com/rc/clk?jk=7660099d360d9c94&fccid=2a8196245712bfd6","Sr. Software Engineer, CRM","Sr. Software Engineer, CRM","RetailMeNot, Inc.","http://www.indeed.com/cmp/Retailmenot,-Inc.?from=SERP&campaignid=serp-linkcompanyname&fromjk=7660099d360d9c94&jcid=a0e9dc077bad880c","RetailMeNot, Inc.","","-","http://www.indeed.com/cmp/Retailmenot,-Inc./reviews?jcid=a0e9dc077bad880c","9 reviews","Retailmenot reviews","9","-","Austin, TX","","","","","","","","Work with Data Scientists to productionize algorithms correlation and recommendation algorithms. Build components within our data processing pipeline to acquire...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Retailmenot,+Inc&l=Austin,+TX&nc=jasx","RetailMeNot, Inc. jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Software+Engineer&l1=Austin%2C+TX","Senior Software Engineer salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Retailmenot,-Inc.?fromjk=7660099d360d9c94&from=serp-more&campaignid=serp-more&jcid=a0e9dc077bad880c","Retailmenot, Inc.","","","","","","2"
"http://www.indeed.com/rc/clk?jk=5ce9413dc2e58ff0&fccid=3056afba6cee1c68","System Administrator (TX)","System Administrator (TX)","Magic Leap, Inc.","","","","-","","","","","","Austin, TX","","","","","","","","Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Magic+Leap,+Inc&l=Austin,+TX&nc=jasx","Magic Leap, Inc. jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=System+Administrator&l1=Austin%2C+TX","System Administrator salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Magic-Leap,-Inc.?fromjk=5ce9413dc2e58ff0&from=serp-more&campaignid=serp-more&jcid=d4c84f361dbfe04a","Magic Leap, Inc.","","","","","","2"
"http://www.indeed.com/rc/clk?jk=20709cb134d97379&fccid=3056afba6cee1c68","Accounting Manager (TX)","Accounting Manager (TX)","Magic Leap, Inc.","","","","-","","","","","","Austin, TX","","","","","","","","Ability to define problems, collect data, establish facts, and draw valid conclusions; Magic Leap is an eclectic group of visionaries, rocket scientists,...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Magic+Leap,+Inc&l=Austin,+TX&nc=jasx","Magic Leap, Inc. jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Accounting+Manager&l1=Austin%2C+TX","Accounting Manager salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Magic-Leap,-Inc.?fromjk=20709cb134d97379&from=serp-more&campaignid=serp-more&jcid=d4c84f361dbfe04a","Magic Leap, Inc.","","","","","","2"
"http://www.indeed.com/rc/clk?jk=51bae6eba4859468&fccid=f7282ad3490137c7","Engineering Scientist - Senior Software Defined Radio Receiv...","Engineering Scientist - Senior Software Defined Radio Receiver Software Developer","University of Texas at Austin","http://www.indeed.com/cmp/University-of-Texas-At-Austin?from=SERP&campaignid=serp-linkcompanyname&fromjk=51bae6eba4859468&jcid=f7282ad3490137c7","University of Texas at Austin","","-","http://www.indeed.com/cmp/University-of-Texas-At-Austin/reviews?jcid=f7282ad3490137c7","380 reviews","","380","-","Austin, TX","","$6,250 - $10,833 a month","6250; -10833","","","","","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-University-of-Texas-At-Austin-l-Austin,-TX-jobs.html","University of Texas at Austin jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Engineering+Scientist&l1=Austin%2C+TX","Engineering Scientist salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/University-of-Texas-At-Austin?fromjk=51bae6eba4859468&from=serp-more&campaignid=serp-more&jcid=f7282ad3490137c7","University of Texas At Austin","","Related forums: University of Texas at Austin","http://www.indeed.com/forum/cmp/University-of-Texas-At-Austin.html","University of Texas at Austin","","2"
"http://www.indeed.com/rc/clk?jk=e084ae17c8dc7125&fccid=f7282ad3490137c7","Engineering Scientist Associate - Software Defined Radio Rec...","Engineering Scientist Associate - Software Defined Radio Receiver Software Developer","University of Texas at Austin","http://www.indeed.com/cmp/University-of-Texas-At-Austin?from=SERP&campaignid=serp-linkcompanyname&fromjk=e084ae17c8dc7125&jcid=f7282ad3490137c7","University of Texas at Austin","","-","http://www.indeed.com/cmp/University-of-Texas-At-Austin/reviews?jcid=f7282ad3490137c7","380 reviews","","380","-","Austin, TX","","$5,400 - $6,500 a month","5400; -6500","","","","","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-University-of-Texas-At-Austin-l-Austin,-TX-jobs.html","University of Texas at Austin jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Engineering+Scientist+Associate&l1=Austin%2C+TX","Engineering Scientist Associate salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/University-of-Texas-At-Austin?fromjk=e084ae17c8dc7125&from=serp-more&campaignid=serp-more&jcid=f7282ad3490137c7","University of Texas At Austin","","Related forums: University of Texas at Austin","http://www.indeed.com/forum/cmp/University-of-Texas-At-Austin.html","University of Texas at Austin","","2"
"http://www.indeed.com/rc/clk?jk=404b461ee7495ee8&fccid=76d4cf3f28c81122","Senior Director of Operations","Senior Director of Operations","Natera","http://www.indeed.com/cmp/Natera?from=SERP&campaignid=serp-linkcompanyname&fromjk=404b461ee7495ee8&jcid=76d4cf3f28c81122","Natera","","-","http://www.indeed.com/cmp/Natera/reviews?jcid=76d4cf3f28c81122","17 reviews","Natera reviews","17","-","Austin, TX 78731","","","","","","","","Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Natera-l-Austin,-TX-jobs.html","Natera jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Director+Operation&l1=Austin%2C+TX","Senior Director Operation salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Natera?fromjk=404b461ee7495ee8&from=serp-more&campaignid=serp-more&jcid=76d4cf3f28c81122","Natera","","Related forums: Natera","http://www.indeed.com/forum/cmp/Natera.html","Natera","","2"
"http://www.indeed.com/rc/clk?jk=25b3492e6bb84c4f&fccid=f7282ad3490137c7","Research Engineering/ Scientist Associate II - Paleontology...","Research Engineering/ Scientist Associate II - Paleontology Laboratory Manager","University of Texas at Austin","http://www.indeed.com/cmp/University-of-Texas-At-Austin?from=SERP&campaignid=serp-linkcompanyname&fromjk=25b3492e6bb84c4f&jcid=f7282ad3490137c7","University of Texas at Austin","","-","http://www.indeed.com/cmp/University-of-Texas-At-Austin/reviews?jcid=f7282ad3490137c7","380 reviews","","380","-","Austin, TX","","$3,210 a month","3210","","","","","Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-University-of-Texas-At-Austin-l-Austin,-TX-jobs.html","University of Texas at Austin jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Research+Engineering&l1=Austin%2C+TX","Research Engineering salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/University-of-Texas-At-Austin?fromjk=25b3492e6bb84c4f&from=serp-more&campaignid=serp-more&jcid=f7282ad3490137c7","University of Texas At Austin","","Related forums: University of Texas at Austin","http://www.indeed.com/forum/cmp/University-of-Texas-At-Austin.html","University of Texas at Austin","","2"
"http://www.indeed.com/rc/clk?jk=8b7ec5070a4bbe30&fccid=d26d47eafa57f1e4","Senior Data Scientist","Senior Data Scientist","MaxPoint","","","","-","","","","","","Austin, TX 78759","(Arboretum area)","","","","","","","Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....","","12 days ago - save job - email - more...","12","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=200#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=200#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Maxpoint-l-Austin,-TX-jobs.html","MaxPoint jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Data+Scientist&l1=Austin%2C+TX","Senior Data Scientist salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Maxpoint?fromjk=8b7ec5070a4bbe30&from=serp-more&campaignid=serp-more&jcid=d26d47eafa57f1e4","Maxpoint","","Related forums: Austin, Texas - MaxPoint","http://www.indeed.com/forum/loc/Austin-Texas.html; http://www.indeed.com/forum/cmp/Maxpoint.html","Austin, Texas; MaxPoint","","3"
